invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I306164,C308877,Female,43,Shoes,2,1200.34,Credit Card,13-01-2023,Kanyon
I272612,C326966,Female,31,Shoes,2,1200.34,Debit Card,13-01-2023,Forum Istanbul
I237451,C941170,Female,53,Clothing,1,300.08,Cash,13-01-2023,Kanyon
I781053,C206693,Male,50,Toys,5,179.2,Credit Card,13-01-2023,Cevahir AVM
I505440,C472485,Female,50,Shoes,4,2400.68,Cash,13-01-2023,Metrocity
I239651,C210341,Female,63,Cosmetics,4,162.64,Credit Card,13-01-2023,Kanyon
I684734,C212134,Female,47,Clothing,2,600.16,Cash,13-01-2023,Emaar Square Mall
I133129,C150924,Female,20,Clothing,4,1200.32,Debit Card,13-01-2023,Mall of Istanbul
I340775,C958404,Female,46,Clothing,1,300.08,Cash,13-01-2023,Mall of Istanbul
I926009,C509456,Male,19,Clothing,2,600.16,Credit Card,13-01-2023,Kanyon
I280164,C158019,Male,66,Toys,5,179.2,Credit Card,13-01-2023,Metrocity
I336394,C833257,Male,31,Clothing,3,900.24,Credit Card,13-01-2023,Metrocity
I297465,C752748,Female,29,Clothing,3,900.24,Cash,13-01-2023,Istinye Park
I818284,C330280,Male,56,Clothing,4,1200.32,Cash,13-01-2023,Mall of Istanbul
I108702,C686967,Male,59,Clothing,4,1200.32,Cash,13-01-2023,Mall of Istanbul
I323156,C156146,Female,63,Food & Beverage,3,15.69,Cash,13-01-2023,Metropol AVM
I121264,C277666,Male,66,Clothing,1,300.08,Cash,13-01-2023,Mall of Istanbul
I146175,C246123,Female,45,Technology,2,2100,Credit Card,13-01-2023,Forum Istanbul
I198139,C460248,Female,67,Food & Beverage,5,26.15,Cash,13-01-2023,Mall of Istanbul
I456725,C191558,Female,45,Food & Beverage,3,15.69,Credit Card,13-01-2023,Metrocity
I235622,C319567,Male,18,Cosmetics,5,203.3,Debit Card,13-01-2023,Mall of Istanbul
I317108,C932409,Male,44,Shoes,1,600.17,Cash,13-01-2023,Mall of Istanbul
I115335,C158072,Female,34,Food & Beverage,5,26.15,Credit Card,13-01-2023,Metropol AVM
I213526,C313854,Male,38,Souvenir,4,46.92,Cash,13-01-2023,Emaar Square Mall
I333197,C266321,Female,53,Clothing,3,900.24,Cash,13-01-2023,Mall of Istanbul
I204428,C314061,Female,67,Clothing,4,1200.32,Cash,13-01-2023,Viaport Outlet
I543980,C286313,Male,22,Shoes,4,2400.68,Credit Card,13-01-2023,Istinye Park
I287333,C329588,Female,30,Cosmetics,2,81.32,Cash,13-01-2023,Istinye Park
I330052,C181654,Female,44,Clothing,3,900.24,Debit Card,13-01-2023,Metropol AVM
I284862,C148706,Female,37,Clothing,4,1200.32,Credit Card,13-01-2023,Mall of Istanbul
I271384,C279691,Female,67,Toys,3,107.52,Cash,13-01-2023,Kanyon
I174404,C539158,Female,30,Clothing,5,1500.4,Credit Card,13-01-2023,Mall of Istanbul
I944149,C682469,Male,43,Clothing,5,1500.4,Debit Card,13-01-2023,Mall of Istanbul
I880624,C259679,Female,22,Cosmetics,5,203.3,Cash,13-01-2023,Istinye Park
I242668,C122415,Female,60,Clothing,1,300.08,Debit Card,13-01-2023,Mall of Istanbul
I200560,C435665,Female,56,Clothing,3,900.24,Credit Card,13-01-2023,Mall of Istanbul
I132312,C313275,Female,34,Souvenir,5,58.65,Cash,14-01-2023,Kanyon
I446775,C135162,Female,49,Clothing,4,1200.32,Debit Card,14-01-2023,Mall of Istanbul
I549840,C202707,Female,49,Food & Beverage,5,26.15,Cash,14-01-2023,Metrocity
I926244,C249469,Male,32,Food & Beverage,2,10.46,Cash,14-01-2023,Forum Istanbul
I151036,C225672,Female,24,Technology,2,2100,Cash,14-01-2023,Emaar Square Mall
I222938,C318807,Male,34,Toys,5,179.2,Credit Card,14-01-2023,Metropol AVM
I594735,C307353,Male,39,Cosmetics,3,121.98,Cash,14-01-2023,Mall of Istanbul
I193336,C130861,Male,21,Toys,3,107.52,Cash,14-01-2023,Viaport Outlet
I332990,C160252,Male,53,Clothing,4,1200.32,Credit Card,14-01-2023,Mall of Istanbul
I906644,C908646,Female,52,Technology,5,5250,Credit Card,14-01-2023,Emaar Square Mall
I227910,C123272,Female,50,Food & Beverage,5,26.15,Cash,14-01-2023,Mall of Istanbul
I269274,C720872,Female,20,Cosmetics,2,81.32,Cash,14-01-2023,Kanyon
I322537,C218982,Male,36,Clothing,2,600.16,Cash,14-01-2023,Viaport Outlet
I275832,C101432,Male,30,Shoes,5,3000.85,Cash,14-01-2023,Kanyon
I118387,C346334,Female,62,Cosmetics,5,203.3,Cash,14-01-2023,Metrocity
I806766,C223154,Male,40,Clothing,3,900.24,Debit Card,14-01-2023,Mall of Istanbul
I126346,C190451,Female,37,Cosmetics,4,162.64,Cash,14-01-2023,Mall of Istanbul
I214664,C115389,Male,48,Clothing,3,900.24,Cash,14-01-2023,Cevahir AVM
I310777,C187907,Female,52,Toys,2,71.68,Credit Card,14-01-2023,Kanyon
I533383,C289653,Female,35,Clothing,4,1200.32,Debit Card,14-01-2023,Metropol AVM
I261280,C339883,Female,42,Clothing,3,900.24,Credit Card,14-01-2023,Metropol AVM
I333643,C256887,Male,53,Food & Beverage,4,20.92,Debit Card,14-01-2023,Kanyon
I296844,C318821,Female,49,Clothing,4,1200.32,Cash,14-01-2023,Emaar Square Mall
I110652,C146391,Male,47,Food & Beverage,5,26.15,Credit Card,14-01-2023,Metrocity
I264139,C195794,Male,67,Clothing,5,1500.4,Cash,14-01-2023,Forum Istanbul
I302414,C310512,Male,31,Toys,1,35.84,Cash,14-01-2023,Kanyon
I134456,C144198,Female,44,Toys,5,179.2,Credit Card,14-01-2023,Mall of Istanbul
I149424,C176806,Female,33,Clothing,3,900.24,Credit Card,14-01-2023,Kanyon
I755143,C192044,Female,40,Food & Beverage,4,20.92,Credit Card,14-01-2023,Metrocity
I225896,C245906,Female,57,Shoes,2,1200.34,Credit Card,14-01-2023,Kanyon
I194611,C145751,Female,31,Technology,4,4200,Credit Card,14-01-2023,Metrocity
I318249,C244266,Female,19,Clothing,3,900.24,Debit Card,14-01-2023,Zorlu Center
I325338,C163853,Female,65,Souvenir,4,46.92,Debit Card,14-01-2023,Metropol AVM
I250159,C288756,Male,30,Clothing,3,900.24,Cash,14-01-2023,Kanyon
I243968,C111545,Female,21,Toys,5,179.2,Cash,14-01-2023,Mall of Istanbul
I319897,C167540,Female,65,Food & Beverage,5,26.15,Debit Card,14-01-2023,Mall of Istanbul
I104687,C260859,Female,20,Clothing,1,300.08,Credit Card,14-01-2023,Mall of Istanbul
I117318,C499352,Female,31,Shoes,2,1200.34,Credit Card,14-01-2023,Metropol AVM
I369717,C218057,Female,34,Cosmetics,2,81.32,Cash,14-01-2023,Metrocity
I186328,C132953,Male,38,Clothing,1,300.08,Cash,14-01-2023,Forum Istanbul
I581294,C142497,Female,20,Food & Beverage,2,10.46,Credit Card,14-01-2023,Cevahir AVM
I243696,C202430,Male,24,Cosmetics,5,203.3,Credit Card,14-01-2023,Kanyon
I247815,C132718,Male,35,Clothing,1,300.08,Credit Card,14-01-2023,Metrocity
I120221,C322836,Female,51,Shoes,2,1200.34,Debit Card,14-01-2023,Mall of Istanbul
I287609,C125397,Female,34,Cosmetics,3,121.98,Cash,14-01-2023,Mall of Istanbul
I194039,C318118,Male,33,Books,2,30.3,Cash,14-01-2023,Forum Istanbul
I147523,C128865,Male,31,Clothing,5,1500.4,Cash,14-01-2023,Viaport Outlet
I132516,C129962,Female,40,Toys,5,179.2,Cash,14-01-2023,Viaport Outlet
I293949,C279247,Female,24,Toys,1,35.84,Debit Card,14-01-2023,Istinye Park
I177889,C103597,Female,36,Food & Beverage,5,26.15,Credit Card,14-01-2023,Istinye Park
I327092,C114531,Female,20,Cosmetics,4,162.64,Cash,14-01-2023,Kanyon
I156405,C262491,Female,45,Souvenir,3,35.19,Debit Card,14-01-2023,Metrocity
I214286,C172831,Female,62,Souvenir,1,11.73,Credit Card,14-01-2023,Metrocity
I152781,C153967,Female,26,Food & Beverage,2,10.46,Credit Card,14-01-2023,Mall of Istanbul
I306655,C117709,Female,69,Technology,2,2100,Debit Card,14-01-2023,Mall of Istanbul
I809156,C252750,Male,32,Food & Beverage,3,15.69,Credit Card,14-01-2023,Metropol AVM
I438007,C200594,Female,58,Clothing,4,1200.32,Debit Card,14-01-2023,Forum Istanbul
I254489,C480295,Male,64,Shoes,3,1800.51,Debit Card,14-01-2023,Mall of Istanbul
I117110,C157996,Female,67,Technology,5,5250,Credit Card,14-01-2023,Metropol AVM
I374937,C211356,Female,34,Clothing,5,1500.4,Cash,14-01-2023,Istinye Park
I271358,C158205,Male,53,Clothing,5,1500.4,Cash,14-01-2023,Istinye Park
I114420,C670355,Male,66,Toys,2,71.68,Cash,14-01-2023,Metrocity
I176007,C966112,Female,47,Souvenir,1,11.73,Cash,14-01-2023,Forum Istanbul
I283512,C232252,Male,31,Toys,2,71.68,Cash,14-01-2023,Metrocity
I220393,C137230,Male,63,Clothing,5,1500.4,Credit Card,14-01-2023,Metropol AVM
I198435,C210369,Female,38,Cosmetics,4,162.64,Credit Card,14-01-2023,Forum Istanbul
I294960,C384044,Male,26,Clothing,3,900.24,Credit Card,14-01-2023,Emaar Square Mall
I274740,C308061,Female,30,Food & Beverage,3,15.69,Credit Card,14-01-2023,Mall of Istanbul
I598450,C514161,Female,18,Cosmetics,3,121.98,Cash,14-01-2023,Kanyon
I325671,C694459,Male,20,Toys,4,143.36,Cash,14-01-2023,Metropol AVM
I178132,C174614,Male,35,Clothing,3,900.24,Cash,14-01-2023,Kanyon
I104774,C271110,Female,61,Cosmetics,2,81.32,Credit Card,14-01-2023,Mall of Istanbul
I782485,C262916,Female,65,Food & Beverage,2,10.46,Cash,14-01-2023,Viaport Outlet
I129861,C554661,Female,59,Books,4,60.6,Credit Card,14-01-2023,Metropol AVM
I231473,C328605,Female,21,Food & Beverage,2,10.46,Cash,14-01-2023,Mall of Istanbul
I101296,C132787,Female,41,Cosmetics,2,81.32,Debit Card,14-01-2023,Istinye Park
I117475,C256907,Female,68,Toys,2,71.68,Cash,14-01-2023,Forum Istanbul
I143153,C166928,Male,53,Clothing,2,600.16,Cash,14-01-2023,Emaar Square Mall
I126780,C209604,Female,49,Clothing,3,900.24,Credit Card,14-01-2023,Kanyon
I195344,C852401,Male,35,Souvenir,4,46.92,Credit Card,14-01-2023,Kanyon
I228922,C171790,Female,26,Food & Beverage,3,15.69,Debit Card,14-01-2023,Istinye Park
I164656,C143097,Male,62,Clothing,3,900.24,Cash,14-01-2023,Mall of Istanbul
I118898,C186942,Female,26,Clothing,2,600.16,Cash,14-01-2023,Emaar Square Mall
I271212,C353741,Female,33,Clothing,2,600.16,Credit Card,14-01-2023,Emaar Square Mall
I353420,C168585,Female,62,Technology,5,5250,Debit Card,14-01-2023,Kanyon
I364812,C175251,Male,41,Clothing,5,1500.4,Credit Card,14-01-2023,Emaar Square Mall
I238495,C128175,Female,64,Food & Beverage,3,15.69,Cash,14-01-2023,Kanyon
I275882,C166335,Female,31,Cosmetics,2,81.32,Cash,14-01-2023,Kanyon
I744912,C941035,Female,28,Books,1,15.15,Credit Card,14-01-2023,Mall of Istanbul
I403079,C223736,Female,69,Cosmetics,2,81.32,Cash,14-01-2023,Metropol AVM
I298620,C199561,Female,23,Cosmetics,1,40.66,Cash,14-01-2023,Kanyon
I338268,C154269,Female,58,Food & Beverage,2,10.46,Credit Card,14-01-2023,Mall of Istanbul
I120996,C570947,Female,32,Toys,1,35.84,Credit Card,14-01-2023,Zorlu Center
I270192,C182891,Male,42,Souvenir,1,11.73,Credit Card,14-01-2023,Viaport Outlet
I183059,C250970,Female,69,Technology,5,5250,Cash,14-01-2023,Kanyon
I314142,C211486,Male,63,Shoes,5,3000.85,Credit Card,14-01-2023,Istinye Park
I575655,C300289,Female,56,Toys,1,35.84,Cash,14-01-2023,Metropol AVM
I258049,C181048,Female,53,Clothing,3,900.24,Debit Card,14-01-2023,Emaar Square Mall
I947636,C306997,Female,58,Clothing,4,1200.32,Cash,14-01-2023,Kanyon
I499380,C927816,Male,28,Clothing,4,1200.32,Cash,14-01-2023,Metrocity
I197129,C223234,Female,51,Toys,3,107.52,Cash,14-01-2023,Mall of Istanbul
I189275,C577121,Female,40,Food & Beverage,2,10.46,Credit Card,14-01-2023,Metrocity
I729738,C727649,Female,56,Toys,3,107.52,Cash,14-01-2023,Cevahir AVM
I127592,C406112,Female,63,Clothing,5,1500.4,Credit Card,14-01-2023,Zorlu Center
I260384,C236101,Female,44,Food & Beverage,1,5.23,Credit Card,14-01-2023,Zorlu Center
I955916,C129937,Female,55,Shoes,1,600.17,Credit Card,14-01-2023,Kanyon
I205798,C161589,Female,49,Clothing,1,300.08,Cash,14-01-2023,Metrocity
I904438,C231909,Female,55,Technology,1,1050,Credit Card,14-01-2023,Metropol AVM
I293967,C871015,Male,64,Food & Beverage,2,10.46,Cash,14-01-2023,Mall of Istanbul
I250792,C295423,Male,59,Toys,2,71.68,Cash,14-01-2023,Kanyon
I286331,C188506,Female,32,Toys,1,35.84,Credit Card,14-01-2023,Kanyon
I103941,C522391,Male,31,Clothing,5,1500.4,Credit Card,14-01-2023,Metrocity
I907590,C728462,Female,27,Clothing,1,300.08,Credit Card,14-01-2023,Kanyon
I134452,C112750,Female,32,Clothing,1,300.08,Credit Card,15-01-2023,Forum Istanbul
I198698,C281268,Female,29,Clothing,1,300.08,Debit Card,15-01-2023,Metropol AVM
I262240,C105474,Female,55,Cosmetics,1,40.66,Credit Card,15-01-2023,Mall of Istanbul
I301174,C119219,Female,68,Shoes,2,1200.34,Credit Card,15-01-2023,Metrocity
I725048,C934207,Female,58,Food & Beverage,4,20.92,Cash,15-01-2023,Kanyon
I338407,C149392,Female,52,Cosmetics,3,121.98,Debit Card,15-01-2023,Emaar Square Mall
I255425,C259810,Male,18,Cosmetics,2,81.32,Debit Card,15-01-2023,Mall of Istanbul
I172488,C910754,Female,33,Food & Beverage,3,15.69,Debit Card,15-01-2023,Kanyon
I162524,C171691,Male,19,Cosmetics,4,162.64,Cash,15-01-2023,Forum Istanbul
I101865,C248634,Female,47,Clothing,1,300.08,Cash,15-01-2023,Mall of Istanbul
I491810,C117452,Male,61,Books,4,60.6,Credit Card,15-01-2023,Metropol AVM
I132262,C223948,Male,21,Clothing,1,300.08,Debit Card,15-01-2023,Metropol AVM
I196930,C833710,Male,62,Toys,3,107.52,Debit Card,15-01-2023,Forum Istanbul
I158198,C409727,Female,29,Shoes,2,1200.34,Debit Card,15-01-2023,Mall of Istanbul
I127959,C162533,Female,27,Toys,3,107.52,Cash,15-01-2023,Mall of Istanbul
I745304,C230849,Female,31,Souvenir,4,46.92,Debit Card,15-01-2023,Zorlu Center
I250223,C137998,Female,60,Cosmetics,2,81.32,Credit Card,15-01-2023,Istinye Park
I230900,C175229,Female,62,Cosmetics,5,203.3,Cash,15-01-2023,Kanyon
I250161,C122492,Female,50,Clothing,3,900.24,Debit Card,15-01-2023,Kanyon
I437479,C182462,Male,68,Clothing,3,900.24,Credit Card,15-01-2023,Mall of Istanbul
I289870,C276387,Female,44,Cosmetics,3,121.98,Cash,15-01-2023,Viaport Outlet
I814972,C797422,Female,68,Toys,2,71.68,Cash,15-01-2023,Zorlu Center
I743434,C227233,Male,51,Toys,1,35.84,Credit Card,15-01-2023,Cevahir AVM
I149828,C107267,Female,28,Clothing,1,300.08,Debit Card,15-01-2023,Viaport Outlet
I161412,C325429,Female,45,Clothing,2,600.16,Credit Card,15-01-2023,Metropol AVM
I270503,C309211,Female,54,Food & Beverage,4,20.92,Credit Card,15-01-2023,Mall of Istanbul
I170835,C316811,Male,45,Toys,4,143.36,Cash,15-01-2023,Kanyon
I185143,C169658,Female,39,Clothing,2,600.16,Credit Card,15-01-2023,Kanyon
I263649,C138677,Male,18,Technology,1,1050,Credit Card,15-01-2023,Istinye Park
I661093,C236004,Female,35,Clothing,5,1500.4,Credit Card,15-01-2023,Forum Istanbul
I158691,C125478,Female,56,Books,1,15.15,Credit Card,15-01-2023,Zorlu Center
I326999,C331370,Male,65,Souvenir,5,58.65,Cash,15-01-2023,Zorlu Center
I275381,C898242,Male,31,Books,5,75.75,Credit Card,15-01-2023,Mall of Istanbul
I134596,C328501,Female,67,Clothing,1,300.08,Credit Card,15-01-2023,Istinye Park
I249448,C109970,Male,36,Food & Beverage,5,26.15,Cash,15-01-2023,Istinye Park
I101480,C145217,Female,29,Books,1,15.15,Credit Card,15-01-2023,Metrocity
I196490,C248218,Female,64,Clothing,5,1500.4,Cash,15-01-2023,Mall of Istanbul
I169588,C169040,Female,42,Shoes,2,1200.34,Debit Card,15-01-2023,Kanyon
I106514,C460358,Female,65,Clothing,2,600.16,Cash,15-01-2023,Kanyon
I253508,C803377,Male,43,Cosmetics,5,203.3,Cash,15-01-2023,Istinye Park
I580255,C247597,Male,23,Cosmetics,2,81.32,Cash,15-01-2023,Metrocity
I162244,C247255,Male,44,Cosmetics,1,40.66,Cash,15-01-2023,Mall of Istanbul
I281480,C310917,Female,47,Shoes,2,1200.34,Debit Card,15-01-2023,Mall of Istanbul
I307674,C396166,Male,23,Clothing,2,600.16,Cash,15-01-2023,Cevahir AVM
I305594,C629051,Female,61,Clothing,4,1200.32,Credit Card,15-01-2023,Istinye Park
I457739,C113901,Male,53,Food & Beverage,1,5.23,Cash,15-01-2023,Metropol AVM
I204521,C302136,Male,22,Clothing,2,600.16,Cash,15-01-2023,Metrocity
I194102,C132242,Male,38,Clothing,2,600.16,Debit Card,15-01-2023,Zorlu Center
I126777,C115176,Female,69,Technology,5,5250,Credit Card,15-01-2023,Mall of Istanbul
I951442,C260498,Male,56,Cosmetics,1,40.66,Credit Card,15-01-2023,Forum Istanbul
I229465,C529830,Female,31,Clothing,5,1500.4,Cash,15-01-2023,Forum Istanbul
I137558,C318856,Female,29,Shoes,4,2400.68,Credit Card,15-01-2023,Mall of Istanbul
I391462,C789618,Female,38,Books,5,75.75,Credit Card,15-01-2023,Mall of Istanbul
I124057,C401095,Male,29,Toys,1,35.84,Credit Card,15-01-2023,Metropol AVM
I288193,C253843,Male,69,Food & Beverage,5,26.15,Credit Card,15-01-2023,Istinye Park
I625408,C333940,Male,30,Clothing,3,900.24,Credit Card,15-01-2023,Forum Istanbul
I288030,C234000,Male,44,Clothing,3,900.24,Cash,15-01-2023,Kanyon
I209193,C104877,Male,63,Technology,2,2100,Cash,15-01-2023,Mall of Istanbul
I332767,C176465,Male,67,Clothing,3,900.24,Cash,15-01-2023,Kanyon
I195022,C147185,Female,48,Shoes,2,1200.34,Cash,15-01-2023,Mall of Istanbul
I312649,C261594,Female,44,Toys,3,107.52,Credit Card,15-01-2023,Metropol AVM
I104311,C250955,Male,18,Food & Beverage,2,10.46,Cash,15-01-2023,Metrocity
I181261,C310088,Male,56,Food & Beverage,4,20.92,Debit Card,15-01-2023,Metropol AVM
I119521,C569815,Female,49,Books,4,60.6,Cash,15-01-2023,Viaport Outlet
I652452,C732731,Female,53,Shoes,5,3000.85,Cash,15-01-2023,Metropol AVM
I207877,C973192,Female,66,Clothing,1,300.08,Credit Card,15-01-2023,Metropol AVM
I272076,C732881,Female,39,Clothing,2,600.16,Cash,15-01-2023,Metropol AVM
I314756,C150345,Female,46,Clothing,5,1500.4,Debit Card,15-01-2023,Kanyon
I167656,C172844,Female,38,Food & Beverage,4,20.92,Cash,15-01-2023,Mall of Istanbul
I310403,C391377,Male,52,Books,1,15.15,Cash,15-01-2023,Kanyon
I328007,C277370,Male,31,Souvenir,2,23.46,Cash,15-01-2023,Kanyon
I170272,C304896,Female,46,Clothing,2,600.16,Credit Card,15-01-2023,Istinye Park
I953388,C122533,Female,60,Clothing,3,900.24,Debit Card,15-01-2023,Mall of Istanbul
I332804,C473899,Male,48,Clothing,5,1500.4,Credit Card,15-01-2023,Viaport Outlet
I104052,C170345,Female,25,Clothing,3,900.24,Debit Card,15-01-2023,Zorlu Center
I337975,C973460,Female,41,Clothing,1,300.08,Debit Card,15-01-2023,Cevahir AVM
I134211,C719449,Female,47,Cosmetics,1,40.66,Credit Card,15-01-2023,Cevahir AVM
I189164,C150363,Female,24,Clothing,3,900.24,Credit Card,15-01-2023,Metrocity
I773720,C173327,Female,63,Shoes,2,1200.34,Credit Card,15-01-2023,Kanyon
I847797,C619300,Female,35,Clothing,4,1200.32,Credit Card,15-01-2023,Istinye Park
I299080,C246487,Female,40,Clothing,3,900.24,Credit Card,15-01-2023,Kanyon
I204967,C348574,Male,21,Shoes,2,1200.34,Cash,15-01-2023,Mall of Istanbul
I197726,C106324,Female,65,Clothing,1,300.08,Debit Card,15-01-2023,Kanyon
I329340,C280933,Male,33,Books,4,60.6,Debit Card,15-01-2023,Kanyon
I291044,C223097,Female,50,Shoes,5,3000.85,Credit Card,15-01-2023,Metropol AVM
I196404,C932258,Female,59,Books,1,15.15,Credit Card,15-01-2023,Metrocity
I999948,C161331,Male,33,Food & Beverage,3,15.69,Credit Card,15-01-2023,Mall of Istanbul
I195290,C172215,Female,55,Clothing,2,600.16,Credit Card,15-01-2023,Metrocity
I919318,C842173,Female,26,Cosmetics,1,40.66,Credit Card,15-01-2023,Metrocity
I152780,C904238,Female,49,Cosmetics,3,121.98,Cash,15-01-2023,Metrocity
I791368,C177744,Female,26,Clothing,4,1200.32,Debit Card,15-01-2023,Kanyon
I128928,C256368,Female,18,Food & Beverage,1,5.23,Cash,15-01-2023,Mall of Istanbul
I197506,C308484,Male,41,Clothing,3,900.24,Debit Card,15-01-2023,Kanyon
I314998,C180835,Female,44,Technology,5,5250,Debit Card,15-01-2023,Viaport Outlet
I193634,C126464,Male,24,Cosmetics,1,40.66,Debit Card,15-01-2023,Istinye Park
I143060,C275426,Female,22,Cosmetics,5,203.3,Cash,15-01-2023,Metrocity
I259360,C175806,Female,33,Toys,3,107.52,Cash,15-01-2023,Mall of Istanbul
I294809,C238878,Female,50,Books,3,45.45,Cash,15-01-2023,Metrocity
I929281,C323162,Male,64,Shoes,2,1200.34,Cash,15-01-2023,Emaar Square Mall
I172952,C256590,Male,63,Cosmetics,4,162.64,Credit Card,15-01-2023,Kanyon
I301890,C293195,Female,39,Technology,3,3150,Cash,15-01-2023,Metrocity
I810652,C704853,Male,53,Food & Beverage,3,15.69,Debit Card,15-01-2023,Emaar Square Mall
I569984,C227941,Female,62,Toys,4,143.36,Credit Card,15-01-2023,Metrocity
I779769,C833050,Male,25,Clothing,1,300.08,Credit Card,15-01-2023,Kanyon
I291948,C326179,Male,57,Toys,4,143.36,Credit Card,15-01-2023,Kanyon
I279926,C756217,Female,51,Cosmetics,4,162.64,Debit Card,15-01-2023,Viaport Outlet
I809939,C295841,Female,24,Clothing,3,900.24,Debit Card,15-01-2023,Metrocity
I231364,C283976,Female,38,Clothing,4,1200.32,Cash,15-01-2023,Istinye Park
I473839,C284069,Male,51,Shoes,3,1800.51,Debit Card,15-01-2023,Mall of Istanbul
I323249,C334262,Female,63,Shoes,4,2400.68,Debit Card,15-01-2023,Zorlu Center
I207967,C280900,Female,47,Cosmetics,5,203.3,Cash,15-01-2023,Viaport Outlet
I877180,C124313,Female,44,Food & Beverage,1,5.23,Debit Card,15-01-2023,Forum Istanbul
I342969,C911381,Female,52,Books,1,15.15,Cash,15-01-2023,Emaar Square Mall
I163708,C622077,Male,32,Souvenir,2,23.46,Credit Card,15-01-2023,Metropol AVM
I202315,C201393,Male,59,Cosmetics,5,203.3,Cash,15-01-2023,Forum Istanbul
I293378,C273680,Female,34,Shoes,5,3000.85,Cash,15-01-2023,Cevahir AVM
I227669,C578175,Female,53,Shoes,3,1800.51,Cash,15-01-2023,Kanyon
I666521,C132298,Male,62,Food & Beverage,1,5.23,Cash,15-01-2023,Metrocity
I654927,C308067,Male,23,Toys,3,107.52,Cash,15-01-2023,Kanyon
I302110,C158282,Female,31,Clothing,1,300.08,Cash,15-01-2023,Istinye Park
I502464,C765790,Male,61,Cosmetics,2,81.32,Cash,15-01-2023,Mall of Istanbul
I290008,C746970,Female,62,Books,2,30.3,Cash,15-01-2023,Metropol AVM
I208801,C286527,Male,32,Clothing,3,900.24,Cash,15-01-2023,Kanyon
I225734,C738980,Male,64,Souvenir,4,46.92,Cash,15-01-2023,Istinye Park
I128994,C145952,Male,47,Toys,4,143.36,Cash,15-01-2023,Forum Istanbul
I265133,C147416,Female,49,Clothing,2,600.16,Credit Card,15-01-2023,Metropol AVM
I910927,C300832,Male,37,Clothing,3,900.24,Credit Card,16-01-2023,Kanyon
